id_transaccion,id_cliente,fecha,monto_venta,categoria
4633,CUST-188,2025-03-08,439.74,Alimentos
4634,CUST-364,2026-02-10,147.56,Electrónica
4635,CUST-354,2025-01-26,258.53,Hogar
4636,CUST-288,2025-03-24,37.64,Electrónica
4637,CUST-451,2025-12-30,127.97,Electrónica
4638,CUST-195,2026-01-02,389.68,Electrónica
4639,CUST-156,2025-03-01,70.42,Hogar
4640,CUST-172,2025-02-08,136.27,Hogar
4641,CUST-335,2025-05-03,472.58,Electrónica
4642,CUST-041,2025-10-19,413.69,Hogar
4643,CUST-063,2025-10-04,393.1,Electrónica
4644,CUST-023,2026-01-09,433.63,Hogar
4645,CUST-360,2025-10-31,377.31,Hogar
4646,CUST-075,2025-10-09,69.09,Electrónica
4647,CUST-048,2025-07-10,263.12,Alimentos
4648,CUST-160,2025-10-19,227.68,Hogar
4649,CUST-313,2025-06-01,162.46,Electrónica
4650,CUST-118,2026-01-19,418.68,Electrónica
4651,CUST-100,2025-08-21,237.43,Hogar
4652,CUST-380,2026-02-09,39.55,Hogar
4653,CUST-417,2025-05-26,144.73,Electrónica
4654,CUST-408,2025-09-28,122.02,Electrónica
4655,CUST-167,2025-12-01,444.86,Electrónica
4656,CUST-290,2025-05-14,327.24,Moda
4657,CUST-440,2025-06-20,284.58,Hogar
4658,CUST-156,2026-02-19,258.26,Moda
4659,CUST-421,2025-01-28,328.56,Electrónica
4660,CUST-007,2025-05-16,379.89,Moda
4661,CUST-196,2026-02-17,281.65,Alimentos
4662,CUST-421,2026-02-09,469.76,Electrónica
4663,CUST-056,2026-01-11,488.65,Alimentos
4664,CUST-321,2025-08-29,497.72,Moda
4665,CUST-193,2025-12-10,338.0,Alimentos
4666,CUST-047,2025-08-16,466.98,Moda
4667,CUST-148,2025-10-14,208.2,Hogar
4668,CUST-275,2025-10-30,431.2,Hogar
4669,CUST-157,2025-02-03,455.5,Moda
4670,CUST-202,2025-01-02,453.03,Electrónica
4671,CUST-444,2025-12-28,417.11,Hogar
4672,CUST-402,2025-07-14,209.23,Moda
4673,CUST-476,2025-04-04,87.86,Electrónica
4674,CUST-419,2025-11-24,173.64,Hogar
4675,CUST-427,2025-11-04,385.97,Moda
4676,CUST-495,2025-05-15,124.11,Electrónica
4677,CUST-479,2025-07-23,244.35,Electrónica
4678,CUST-475,2025-09-07,287.05,Moda
4679,CUST-126,2025-05-27,305.89,Alimentos
4680,CUST-395,2025-12-12,468.51,Alimentos
4681,CUST-305,2025-12-14,334.13,Alimentos
4682,CUST-369,2025-09-11,395.29,Alimentos
4683,CUST-294,2026-02-03,295.12,Electrónica
4684,CUST-064,2025-11-30,418.45,Alimentos
4685,CUST-325,2025-06-25,139.2,Moda
4686,CUST-392,2025-05-05,112.84,Electrónica
4687,CUST-418,2025-09-08,463.9,Alimentos
4688,CUST-176,2026-02-02,349.81,Moda
4689,CUST-116,2025-05-11,339.05,Hogar
4690,CUST-440,2025-02-19,238.97,Electrónica
4691,CUST-204,2025-04-03,194.58,Moda
4692,CUST-486,2026-01-15,282.29,Alimentos
4693,CUST-321,2025-11-06,69.08,Moda
4694,CUST-031,2026-01-25,232.81,Electrónica
4695,CUST-388,2026-02-11,233.13,Hogar
4696,CUST-113,2025-08-08,273.78,Alimentos
4697,CUST-365,2025-11-30,321.0,Moda
4698,CUST-434,2025-11-30,479.09,Hogar
4699,CUST-325,2025-01-20,329.56,Electrónica
4700,CUST-414,2025-07-24,443.03,Alimentos
4701,CUST-376,2025-04-01,282.59,Hogar
4702,CUST-344,2025-12-21,317.19,Electrónica
4703,CUST-443,2025-06-22,44.22,Alimentos
4704,CUST-067,2025-07-08,75.3,Moda
4705,CUST-075,2025-11-08,294.04,Hogar
4706,CUST-045,2025-01-02,203.9,Electrónica
4707,CUST-260,2025-12-27,401.42,Moda
4708,CUST-154,2025-06-17,276.16,Alimentos
4709,CUST-155,2026-01-03,442.32,Hogar
4710,CUST-430,2025-01-24,486.44,Electrónica
4711,CUST-363,2026-02-17,82.34,Hogar
4712,CUST-448,2025-12-31,203.47,Moda
4713,CUST-475,2025-03-09,335.84,Moda
4714,CUST-234,2026-01-05,159.69,Electrónica
4715,CUST-051,2025-07-13,140.85,Hogar
4716,CUST-306,2025-03-25,408.73,Hogar
4717,CUST-262,2025-07-26,490.39,Moda
4718,CUST-315,2025-02-18,389.16,Hogar
4719,CUST-125,2025-02-01,266.6,Hogar
4720,CUST-399,2025-11-13,226.83,Hogar
4721,CUST-245,2025-06-19,274.43,Electrónica
4722,CUST-030,2025-05-09,236.79,Moda
4723,CUST-426,2025-04-12,256.42,Alimentos
4724,CUST-485,2025-02-04,109.69,Electrónica
4725,CUST-122,2025-11-03,452.83,Moda
4726,CUST-125,2025-07-18,379.72,Electrónica
4727,CUST-037,2025-10-28,343.68,Alimentos
4728,CUST-170,2025-03-18,475.46,Electrónica
4729,CUST-124,2026-01-04,149.35,Electrónica
4730,CUST-357,2025-11-17,49.77,Alimentos
4731,CUST-035,2025-01-14,414.81,Hogar
4732,CUST-087,2025-12-15,499.22,Moda
4733,CUST-134,2025-05-11,293.43,Alimentos
4734,CUST-196,2025-08-26,38.82,Electrónica
4735,CUST-274,2025-10-07,392.43,Hogar
4736,CUST-201,2025-03-06,46.14,Electrónica
4737,CUST-369,2025-05-18,274.61,Hogar
4738,CUST-285,2025-09-26,145.99,Electrónica
4739,CUST-077,2025-08-16,458.36,Moda
4740,CUST-059,2025-07-20,231.15,Moda
4741,CUST-431,2025-05-22,450.25,Electrónica
4742,CUST-126,2025-04-10,156.55,Alimentos
4743,CUST-500,2025-05-18,199.81,Electrónica
4744,CUST-401,2025-06-17,474.09,Electrónica
4745,CUST-109,2026-02-11,108.64,Alimentos
4746,CUST-224,2025-04-09,293.47,Alimentos
4747,CUST-496,2025-11-07,200.37,Electrónica
4748,CUST-278,2025-11-15,389.34,Hogar
4749,CUST-068,2025-11-23,73.36,Moda
4750,CUST-069,2025-12-21,224.24,Hogar
4751,CUST-165,2025-03-07,352.48,Alimentos
4752,CUST-489,2025-12-01,209.44,Moda
4753,CUST-305,2025-11-25,38.68,Electrónica
4754,CUST-397,2025-02-16,355.51,Moda
4755,CUST-162,2025-12-03,256.57,Electrónica
4756,CUST-365,2026-01-17,15.54,Electrónica
4757,CUST-342,2025-08-19,310.2,Alimentos
4758,CUST-309,2025-11-04,460.74,Hogar
4759,CUST-379,2025-05-26,64.4,Alimentos
4760,CUST-343,2025-07-26,299.43,Alimentos
4761,CUST-435,2025-05-26,367.05,Moda
4762,CUST-387,2025-06-01,44.68,Hogar
4763,CUST-042,2025-10-06,21.08,Hogar
4764,CUST-354,2025-05-20,237.46,Hogar
4765,CUST-416,2025-05-31,397.68,Hogar
4766,CUST-109,2025-01-21,88.75,Moda
4767,CUST-051,2025-09-11,419.95,Moda
4768,CUST-250,2025-03-05,331.72,Alimentos
4769,CUST-497,2025-08-06,172.76,Alimentos
4770,CUST-341,2025-03-13,262.75,Hogar
4771,CUST-430,2025-06-11,483.13,Alimentos
4772,CUST-383,2025-05-10,116.05,Moda
4773,CUST-492,2025-03-10,254.77,Alimentos
4774,CUST-021,2026-02-19,316.0,Electrónica
4775,CUST-300,2025-08-13,77.63,Alimentos
4776,CUST-139,2025-09-03,31.33,Moda
4777,CUST-359,2025-03-09,16.6,Hogar
4778,CUST-324,2026-02-07,169.1,Electrónica
4779,CUST-499,2026-01-19,46.23,Electrónica
4780,CUST-385,2025-04-17,403.85,Electrónica
4781,CUST-092,2025-04-19,498.69,Alimentos
4782,CUST-447,2025-11-24,40.04,Alimentos
4783,CUST-280,2025-04-13,222.04,Electrónica
4784,CUST-125,2025-05-21,22.61,Electrónica
4785,CUST-483,2025-03-06,75.66,Hogar
4786,CUST-397,2025-05-14,168.23,Hogar
4787,CUST-111,2025-07-18,202.91,Electrónica
4788,CUST-354,2026-01-03,470.49,Hogar
4789,CUST-139,2025-06-04,203.96,Moda
4790,CUST-484,2025-03-20,253.18,Alimentos
4791,CUST-435,2026-01-17,130.34,Hogar
4792,CUST-273,2025-09-07,10.06,Moda
4793,CUST-099,2026-01-12,450.67,Alimentos
4794,CUST-252,2025-03-28,50.04,Hogar
4795,CUST-338,2025-10-31,482.48,Alimentos
4796,CUST-104,2025-08-29,74.11,Moda
4797,CUST-214,2025-03-29,306.39,Moda
4798,CUST-249,2025-11-20,499.71,Alimentos
4799,CUST-152,2025-06-21,77.85,Electrónica
4800,CUST-250,2025-12-23,217.73,Hogar
4801,CUST-275,2025-01-17,392.41,Electrónica
4802,CUST-165,2025-08-11,25.77,Moda
4803,CUST-487,2025-10-21,347.99,Alimentos
4804,CUST-341,2026-01-29,49.38,Hogar
4805,CUST-008,2025-11-06,125.89,Hogar
4806,CUST-284,2025-08-07,88.44,Electrónica
4807,CUST-005,2025-08-22,454.59,Hogar
4808,CUST-145,2026-01-25,98.42,Hogar
4809,CUST-101,2025-09-05,29.81,Hogar
4810,CUST-164,2026-01-25,297.94,Moda
4811,CUST-374,2025-02-21,179.63,Electrónica
4812,CUST-147,2025-01-15,208.8,Moda
4813,CUST-064,2025-11-20,68.34,Alimentos
4814,CUST-091,2025-04-22,376.63,Alimentos
4815,CUST-117,2025-07-03,304.76,Electrónica
4816,CUST-354,2025-12-26,188.47,Alimentos
4817,CUST-267,2025-01-07,94.07,Moda
4818,CUST-310,2025-02-20,300.79,Moda
4819,CUST-173,2025-11-10,391.51,Moda
4820,CUST-047,2025-08-29,163.07,Moda
4821,CUST-140,2025-09-02,22.67,Electrónica
4822,CUST-246,2025-12-31,115.03,Hogar
4823,CUST-149,2026-01-02,344.37,Alimentos
4824,CUST-246,2026-02-14,494.66,Electrónica
4825,CUST-395,2025-07-05,16.55,Hogar
4826,CUST-487,2025-10-14,160.02,Electrónica
4827,CUST-476,2025-04-02,40.39,Alimentos
4828,CUST-005,2025-04-16,165.01,Electrónica
4829,CUST-465,2025-01-13,208.9,Alimentos
4830,CUST-184,2025-05-26,461.22,Electrónica
4831,CUST-020,2025-04-29,49.47,Electrónica
4832,CUST-425,2025-07-22,390.8,Moda
4833,CUST-046,2025-05-21,203.81,Electrónica
4834,CUST-012,2025-04-25,407.52,Electrónica
4835,CUST-070,2025-06-01,261.57,Hogar
4836,CUST-017,2025-02-26,29.25,Moda
4837,CUST-371,2026-01-17,473.64,Alimentos
4838,CUST-147,2025-06-06,50.54,Moda
4839,CUST-154,2025-11-06,302.86,Electrónica
4840,CUST-304,2025-05-13,440.06,Alimentos
4841,CUST-108,2025-06-12,49.09,Electrónica
4842,CUST-236,2025-10-02,281.41,Moda
4843,CUST-308,2025-07-02,413.9,Moda
4844,CUST-352,2025-03-18,493.3,Electrónica
4845,CUST-070,2025-11-21,364.92,Electrónica
4846,CUST-183,2025-02-13,146.38,Electrónica
4847,CUST-250,2025-07-25,352.79,Hogar
4848,CUST-228,2025-02-07,355.83,Moda
4849,CUST-102,2025-11-14,352.98,Hogar
4850,CUST-075,2025-01-22,428.59,Moda
4851,CUST-417,2025-03-14,52.82,Moda
4852,CUST-446,2025-08-29,63.13,Alimentos
4853,CUST-216,2025-06-03,323.9,Alimentos
4854,CUST-407,2025-08-25,477.4,Moda
4855,CUST-399,2026-01-16,238.26,Alimentos
4856,CUST-411,2025-01-05,480.68,Moda
4857,CUST-203,2025-08-09,469.66,Moda
4858,CUST-192,2025-11-06,452.43,Electrónica
4859,CUST-249,2025-03-27,455.83,Alimentos
4860,CUST-499,2025-06-26,450.18,Hogar
4861,CUST-242,2025-09-16,411.75,Hogar
4862,CUST-465,2025-08-08,350.54,Alimentos
4863,CUST-179,2025-02-07,21.96,Moda
4864,CUST-437,2025-05-22,74.8,Hogar
4865,CUST-462,2026-02-02,75.77,Alimentos
4866,CUST-219,2025-08-23,21.53,Hogar
4867,CUST-082,2025-07-22,67.18,Electrónica
4868,CUST-092,2025-11-25,460.68,Moda
4869,CUST-435,2025-10-21,335.26,Electrónica
4870,CUST-175,2025-06-21,162.92,Hogar
4871,CUST-239,2025-05-05,398.75,Moda
4872,CUST-260,2025-11-22,249.3,Moda
4873,CUST-391,2025-03-06,79.64,Moda
4874,CUST-365,2025-10-08,443.41,Alimentos
4875,CUST-163,2025-09-29,175.94,Alimentos
4876,CUST-048,2025-09-01,352.44,Moda
4877,CUST-329,2025-01-15,152.39,Moda
4878,CUST-328,2025-08-14,255.03,Moda
4879,CUST-116,2025-05-11,409.96,Electrónica
4880,CUST-429,2025-07-14,86.82,Electrónica
4881,CUST-337,2025-10-20,488.85,Hogar
4882,CUST-337,2025-07-28,44.41,Moda
4883,CUST-369,2026-01-16,271.66,Moda
4884,CUST-225,2025-04-23,458.85,Electrónica
4885,CUST-352,2025-09-01,473.39,Hogar
4886,CUST-328,2025-06-15,123.73,Hogar
4887,CUST-147,2025-07-10,80.55,Moda
4888,CUST-063,2025-09-14,364.96,Alimentos
4889,CUST-294,2025-11-23,30.57,Hogar
4890,CUST-323,2025-08-06,247.77,Hogar
4891,CUST-443,2025-12-25,400.21,Moda
4892,CUST-325,2025-10-02,284.52,Moda
4893,CUST-013,2025-02-21,102.13,Moda
4894,CUST-431,2026-01-09,248.65,Electrónica
4895,CUST-494,2025-06-07,461.42,Moda
4896,CUST-189,2025-12-29,312.43,Alimentos
4897,CUST-287,2025-02-24,363.53,Alimentos
4898,CUST-208,2025-01-14,174.77,Hogar
4899,CUST-114,2025-09-26,102.36,Electrónica
4900,CUST-480,2025-12-06,135.26,Hogar
4901,CUST-022,2025-03-31,271.26,Electrónica
4902,CUST-349,2025-01-27,147.31,Moda
4903,CUST-214,2025-03-30,275.56,Hogar
4904,CUST-171,2026-01-28,356.82,Alimentos
4905,CUST-323,2025-02-10,369.85,Electrónica
4906,CUST-054,2025-10-31,90.7,Hogar
4907,CUST-394,2025-09-25,377.71,Alimentos
4908,CUST-298,2025-05-18,339.62,Alimentos
4909,CUST-320,2025-01-06,15.88,Moda
4910,CUST-126,2025-08-30,38.85,Electrónica
4911,CUST-277,2025-06-11,326.66,Hogar
4912,CUST-464,2025-06-29,198.01,Alimentos
4913,CUST-204,2025-10-24,81.59,Electrónica
4914,CUST-194,2025-01-06,31.75,Moda
4915,CUST-169,2026-01-21,88.11,Electrónica
4916,CUST-152,2025-09-28,479.18,Electrónica
4917,CUST-035,2026-02-05,366.51,Hogar
4918,CUST-184,2025-09-29,268.58,Electrónica
4919,CUST-286,2025-06-05,471.35,Moda
4920,CUST-057,2025-03-26,313.36,Alimentos
4921,CUST-222,2025-07-19,365.57,Hogar
4922,CUST-303,2025-01-10,148.5,Alimentos
4923,CUST-163,2025-05-18,298.6,Electrónica
4924,CUST-019,2025-08-30,80.3,Moda
4925,CUST-370,2026-01-29,208.2,Alimentos
4926,CUST-264,2025-07-20,26.29,Moda
4927,CUST-282,2025-06-05,116.15,Electrónica
4928,CUST-113,2026-02-12,46.69,Electrónica
4929,CUST-488,2025-10-02,200.01,Alimentos
4930,CUST-327,2025-08-13,423.09,Hogar
4931,CUST-030,2025-03-09,195.19,Moda
4932,CUST-135,2025-07-03,417.5,Moda
4933,CUST-067,2025-07-14,331.68,Moda
4934,CUST-065,2025-02-11,259.67,Electrónica
4935,CUST-292,2026-01-31,126.08,Electrónica
4936,CUST-025,2026-02-06,461.86,Alimentos
4937,CUST-037,2025-05-31,36.56,Alimentos
4938,CUST-001,2025-03-25,347.57,Electrónica
4939,CUST-399,2025-05-14,314.41,Hogar
4940,CUST-037,2025-11-05,226.11,Moda
4941,CUST-141,2025-12-20,127.76,Moda
4942,CUST-232,2025-10-25,221.04,Electrónica
4943,CUST-136,2025-01-30,437.66,Hogar
4944,CUST-389,2025-01-09,420.02,Hogar
4945,CUST-188,2025-06-19,471.28,Hogar
4946,CUST-128,2025-10-17,160.82,Hogar
4947,CUST-201,2025-06-17,199.68,Hogar
4948,CUST-127,2025-12-10,19.18,Alimentos
4949,CUST-257,2025-05-25,472.05,Electrónica
4950,CUST-164,2026-02-17,171.4,Electrónica
4951,CUST-035,2025-08-16,208.04,Electrónica
4952,CUST-194,2025-11-02,454.82,Moda
4953,CUST-191,2025-03-17,268.03,Hogar
4954,CUST-104,2025-08-11,287.43,Hogar
4955,CUST-023,2025-06-26,96.35,Moda
4956,CUST-265,2025-07-08,254.34,Hogar
4957,CUST-290,2025-10-29,459.92,Hogar
4958,CUST-430,2025-02-15,283.77,Hogar
4959,CUST-462,2026-01-17,135.01,Hogar
4960,CUST-384,2025-01-17,25.28,Hogar
4961,CUST-260,2025-03-07,174.79,Alimentos
4962,CUST-414,2025-12-26,290.57,Electrónica
4963,CUST-479,2025-09-18,30.88,Alimentos
4964,CUST-358,2025-05-03,308.8,Hogar
4965,CUST-075,2025-08-19,266.47,Electrónica
4966,CUST-355,2025-05-05,393.88,Electrónica
4967,CUST-072,2025-04-22,24.16,Electrónica
4968,CUST-259,2025-09-29,392.62,Electrónica
4969,CUST-398,2025-03-22,265.23,Moda
4970,CUST-188,2025-09-03,191.56,Electrónica
4971,CUST-461,2025-12-13,483.04,Moda
4972,CUST-173,2026-01-26,88.46,Moda
4973,CUST-480,2026-01-27,275.25,Electrónica
4974,CUST-290,2025-11-24,167.28,Hogar
4975,CUST-045,2025-08-03,268.47,Hogar
4976,CUST-061,2025-12-18,280.61,Electrónica
4977,CUST-083,2025-08-23,53.83,Electrónica
4978,CUST-123,2026-01-02,333.96,Moda
4979,CUST-358,2025-03-23,320.9,Alimentos
4980,CUST-016,2025-10-21,387.04,Moda
4981,CUST-066,2025-11-06,54.42,Hogar
4982,CUST-424,2025-03-17,155.66,Alimentos
4983,CUST-145,2025-01-15,328.55,Alimentos
4984,CUST-375,2025-08-08,77.0,Alimentos
4985,CUST-162,2025-08-18,342.02,Moda
4986,CUST-234,2026-01-07,38.92,Moda
4987,CUST-380,2025-09-22,174.12,Electrónica
4988,CUST-144,2025-09-21,424.89,Moda
4989,CUST-358,2025-04-20,389.4,Moda
4990,CUST-188,2026-02-07,325.93,Alimentos
4991,CUST-322,2025-11-03,436.52,Alimentos
4992,CUST-450,2025-07-19,357.54,Moda
4993,CUST-474,2025-08-14,264.49,Hogar
4994,CUST-013,2025-07-04,490.06,Alimentos
4995,CUST-184,2025-01-31,350.48,Electrónica
4996,CUST-111,2025-04-12,304.67,Hogar
4997,CUST-415,2025-09-16,210.35,Alimentos
4998,CUST-290,2025-04-09,452.18,Electrónica
4999,CUST-295,2025-12-05,154.9,Alimentos
5000,CUST-451,2025-10-26,14.52,Electrónica
5001,CUST-392,2025-10-12,106.4,Alimentos
5002,CUST-215,2025-09-23,63.66,Alimentos
5003,CUST-462,2025-05-20,166.31,Moda
5004,CUST-120,2025-10-29,414.68,Hogar
5005,CUST-382,2025-10-13,329.25,Hogar
5006,CUST-055,2025-12-16,92.8,Moda
5007,CUST-027,2025-08-04,396.52,Alimentos
5008,CUST-118,2025-02-01,257.07,Hogar
5009,CUST-221,2025-10-30,261.23,Electrónica
5010,CUST-231,2025-03-29,187.43,Electrónica
5011,CUST-053,2025-03-04,433.66,Alimentos
5012,CUST-295,2026-02-14,165.98,Alimentos
5013,CUST-321,2026-01-22,56.13,Electrónica
5014,CUST-401,2025-10-06,158.34,Alimentos
5015,CUST-233,2025-03-15,360.52,Moda
5016,CUST-158,2025-11-02,332.22,Hogar
5017,CUST-437,2026-02-24,102.13,Electrónica
5018,CUST-269,2025-05-04,64.77,Moda
5019,CUST-021,2025-09-26,333.82,Electrónica
5020,CUST-403,2026-01-17,341.42,Electrónica
5021,CUST-053,2025-10-12,189.41,Alimentos
5022,CUST-275,2025-05-01,422.97,Hogar
5023,CUST-313,2025-12-12,489.32,Moda
5024,CUST-281,2025-07-31,110.77,Electrónica
5025,CUST-214,2026-01-24,292.76,Electrónica
5026,CUST-031,2025-05-28,12.62,Alimentos
5027,CUST-337,2025-03-19,359.4,Moda
5028,CUST-183,2025-12-31,213.0,Alimentos
5029,CUST-023,2025-01-14,104.7,Alimentos
5030,CUST-032,2025-05-16,378.59,Moda
5031,CUST-446,2025-10-31,407.22,Hogar
5032,CUST-074,2026-02-01,64.47,Alimentos
5033,CUST-010,2025-10-07,30.09,Electrónica
5034,CUST-484,2025-03-20,173.7,Hogar
5035,CUST-456,2025-08-31,316.74,Electrónica
5036,CUST-054,2025-07-12,398.78,Hogar
5037,CUST-052,2026-02-22,277.57,Electrónica
5038,CUST-148,2025-08-30,294.57,Alimentos
5039,CUST-160,2025-02-20,401.93,Alimentos
5040,CUST-370,2025-08-20,269.13,Alimentos
5041,CUST-014,2025-09-16,309.47,Moda
5042,CUST-178,2026-01-19,262.95,Alimentos
5043,CUST-412,2026-01-10,441.42,Hogar
5044,CUST-366,2025-08-06,125.4,Alimentos
5045,CUST-500,2025-07-25,139.36,Moda
5046,CUST-053,2025-11-10,72.7,Electrónica
5047,CUST-408,2026-01-16,411.54,Moda
5048,CUST-335,2026-01-04,211.77,Hogar
5049,CUST-022,2025-11-07,180.47,Hogar
5050,CUST-030,2026-01-10,490.86,Moda
5051,CUST-191,2025-04-30,464.13,Electrónica
5052,CUST-260,2025-03-21,486.27,Alimentos
5053,CUST-205,2025-02-11,79.73,Hogar
5054,CUST-059,2025-01-21,446.71,Alimentos
5055,CUST-471,2025-01-10,171.07,Electrónica
5056,CUST-264,2025-11-09,16.2,Hogar
5057,CUST-466,2025-06-02,201.74,Electrónica
5058,CUST-012,2025-11-08,259.51,Electrónica
5059,CUST-119,2025-10-21,63.03,Moda
5060,CUST-415,2025-03-27,273.46,Electrónica
5061,CUST-462,2025-04-23,411.54,Hogar
5062,CUST-290,2025-07-08,195.05,Moda
5063,CUST-338,2025-04-22,182.8,Hogar
5064,CUST-248,2025-06-24,176.02,Moda
5065,CUST-354,2025-11-06,462.32,Moda
5066,CUST-127,2025-10-29,33.89,Electrónica
5067,CUST-075,2025-01-04,228.09,Electrónica
5068,CUST-361,2025-08-10,139.65,Alimentos
5069,CUST-204,2025-08-09,447.97,Hogar
5070,CUST-049,2025-06-20,57.07,Hogar
5071,CUST-079,2025-11-14,211.61,Alimentos
5072,CUST-441,2025-08-01,209.34,Electrónica
5073,CUST-479,2025-09-10,445.31,Hogar
5074,CUST-241,2025-05-04,115.59,Hogar
5075,CUST-349,2025-05-08,326.0,Electrónica
5076,CUST-154,2025-08-01,75.86,Moda
5077,CUST-274,2025-04-22,477.45,Electrónica
5078,CUST-096,2025-03-26,300.58,Alimentos
5079,CUST-214,2025-01-04,316.87,Hogar
5080,CUST-294,2025-03-06,222.55,Moda
5081,CUST-209,2025-11-14,177.72,Alimentos
5082,CUST-343,2025-12-12,114.21,Electrónica
5083,CUST-088,2025-04-30,305.95,Moda
5084,CUST-306,2025-08-31,477.74,Hogar
5085,CUST-264,2026-01-21,186.3,Moda
5086,CUST-425,2025-05-17,442.75,Hogar
5087,CUST-390,2025-09-04,82.9,Electrónica
5088,CUST-325,2025-02-14,468.7,Moda
5089,CUST-428,2025-05-26,181.74,Moda
5090,CUST-377,2026-01-03,196.07,Moda
5091,CUST-320,2025-06-25,236.79,Hogar
5092,CUST-157,2025-02-11,361.94,Electrónica
5093,CUST-156,2025-10-24,362.63,Electrónica
5094,CUST-139,2025-03-30,245.0,Hogar
5095,CUST-121,2025-08-06,266.34,Moda
5096,CUST-065,2025-08-16,24.71,Hogar
5097,CUST-107,2025-10-25,159.11,Hogar
5098,CUST-147,2025-10-18,179.55,Alimentos
5099,CUST-137,2025-03-08,283.78,Electrónica
5100,CUST-411,2025-09-08,283.57,Hogar
5101,CUST-162,2025-02-10,357.85,Moda
5102,CUST-428,2025-04-09,361.34,Hogar
5103,CUST-452,2025-11-02,125.25,Hogar
5104,CUST-100,2025-12-26,387.39,Hogar
5105,CUST-338,2025-12-08,19.61,Moda
5106,CUST-399,2025-03-20,360.92,Alimentos
5107,CUST-307,2025-10-28,60.01,Hogar
5108,CUST-141,2025-07-18,367.53,Electrónica
5109,CUST-083,2025-05-27,268.29,Hogar
5110,CUST-177,2025-04-16,224.25,Alimentos
5111,CUST-198,2026-02-05,348.43,Hogar
5112,CUST-112,2025-07-12,27.82,Electrónica
5113,CUST-056,2025-05-02,119.5,Alimentos
5114,CUST-460,2025-03-18,312.06,Electrónica
5115,CUST-179,2025-11-08,425.14,Electrónica
5116,CUST-421,2025-04-22,196.74,Electrónica
5117,CUST-401,2025-12-15,136.79,Alimentos
5118,CUST-186,2025-10-24,264.18,Alimentos
5119,CUST-471,2025-06-19,314.93,Electrónica
5120,CUST-218,2025-01-06,215.85,Electrónica
5121,CUST-413,2025-07-16,439.59,Moda
5122,CUST-417,2025-04-08,266.48,Alimentos
5123,CUST-316,2025-11-25,27.55,Hogar
5124,CUST-475,2025-08-18,119.3,Alimentos
5125,CUST-217,2025-06-17,230.82,Moda
5126,CUST-120,2025-10-24,351.89,Moda
5127,CUST-439,2025-09-22,117.68,Electrónica
5128,CUST-394,2025-01-08,488.37,Alimentos
5129,CUST-175,2025-06-21,166.09,Hogar
5130,CUST-023,2025-12-26,270.92,Alimentos
5131,CUST-213,2025-07-14,19.29,Moda
5132,CUST-405,2025-09-26,443.6,Hogar
5133,CUST-235,2025-01-19,396.53,Hogar
5134,CUST-013,2025-12-20,105.77,Electrónica
5135,CUST-101,2025-12-18,467.29,Alimentos
5136,CUST-417,2025-02-18,164.76,Alimentos
5137,CUST-024,2025-12-22,349.17,Alimentos
5138,CUST-364,2025-12-04,411.3,Hogar
5139,CUST-011,2025-06-07,373.05,Moda
5140,CUST-273,2025-03-07,459.62,Moda
5141,CUST-452,2025-12-13,433.49,Electrónica
5142,CUST-431,2025-02-28,497.36,Moda
5143,CUST-281,2025-11-05,99.48,Alimentos
5144,CUST-094,2025-11-04,159.33,Electrónica
5145,CUST-201,2025-12-03,321.75,Moda
5146,CUST-021,2025-06-08,369.19,Moda
5147,CUST-340,2025-09-28,271.96,Electrónica
5148,CUST-467,2025-05-01,46.22,Hogar
5149,CUST-211,2025-09-11,422.38,Electrónica
5150,CUST-140,2026-02-08,480.83,Hogar
5151,CUST-293,2025-09-18,208.7,Alimentos
5152,CUST-298,2025-05-15,120.16,Hogar
5153,CUST-401,2025-10-01,19.46,Electrónica
5154,CUST-101,2025-02-25,126.28,Alimentos
5155,CUST-304,2025-11-27,352.96,Electrónica
5156,CUST-359,2025-04-06,456.68,Electrónica
5157,CUST-028,2025-04-24,55.82,Hogar
5158,CUST-041,2025-12-23,281.1,Hogar
5159,CUST-355,2025-01-28,350.81,Hogar
5160,CUST-303,2025-11-02,145.43,Alimentos
5161,CUST-496,2025-01-02,289.25,Hogar
5162,CUST-146,2025-07-31,360.47,Alimentos
5163,CUST-256,2025-03-09,420.48,Electrónica
5164,CUST-462,2025-05-08,231.72,Electrónica
5165,CUST-227,2025-11-29,376.45,Hogar
5166,CUST-236,2025-01-24,157.87,Moda
5167,CUST-361,2025-09-10,114.39,Electrónica
5168,CUST-380,2026-01-03,101.78,Moda
5169,CUST-455,2025-08-18,185.85,Moda
5170,CUST-489,2025-06-25,27.58,Moda
5171,CUST-013,2026-01-10,148.67,Hogar
5172,CUST-210,2025-08-09,329.59,Alimentos
5173,CUST-229,2025-02-05,327.48,Electrónica
5174,CUST-397,2025-01-02,46.04,Moda
5175,CUST-100,2026-01-18,150.83,Alimentos
5176,CUST-031,2025-12-27,289.08,Hogar
5177,CUST-386,2025-10-01,166.09,Electrónica
5178,CUST-016,2025-06-26,214.81,Alimentos
5179,CUST-137,2025-09-21,359.28,Hogar
5180,CUST-329,2025-07-05,14.54,Electrónica
5181,CUST-166,2025-01-15,145.43,Electrónica
5182,CUST-459,2026-02-05,79.76,Hogar
5183,CUST-310,2025-10-06,72.53,Moda
5184,CUST-440,2025-07-13,479.93,Electrónica
5185,CUST-470,2025-07-17,194.51,Electrónica
